Award ID,Recipient,Amount,Extent Competed,Offers Received,Set Aside Type
70FB7020F00000054,THE TRAVIS ASSOCIATION FOR THE BLIND,27757.52,F,1,NONE
70FBR420F00000123,"FS PARTNERS, LLP",27487.19,D,1,
70FBR421F00000011,"CRESSTON CO, L.L.C. THE",27028,A,1,
HSFE7016J0243,TRANSLATION SOLUTIONS CORP,26944.91,A,1,
70FBR420F00000021,REDCON SOLUTIONS GROUP LLC,26773.53,F,1,NONE
70FA3020F00000599,CARAHSOFT TECHNOLOGY CORP,26250,A,1,
70FBR618F00000125,EMPIRE HOSPITALITY LLC,26200,F,1,NONE
70FA2020F00000047,PHYSIO-CONTROL INC,26082.93,A,1,
70FBR519P00000025,MOORHEAD LODGING ASSOC LLC,26048,F,1,NONE
HSFE7017F0003,"CYRACOM INTERNATIONAL, INC",25892.88,A,1,
70FBR518P00000011,"WE'RE CLEANING, INC.",25785,A,1,NONE
70FBR220F00000154,ATT MOBILITY LLC,25730.85,A,1,
HSFE4017F0084,"TRUESHRED, INC.",25618,A,1,SBA
70FA4019F00000024,UNITED PARCEL SERVICE CO.,25455.09,D,1,
70FBR618F00000058,HHN & ASSOCIATES LLC,25210,F,1,NONE
70FA5020F00000123,WESTWIND TEAM LLP,25120.76,D,1,SBA
70FBR219F00000051,ATT MOBILITY LLC,25068.47,A,1,
HSFE7016J0334,TRANSPERFECT TRANSLATIONS INTERNATIONAL INC,25000,A,1,
70FA5018P00000100,"NATIONAL BUSINESS FURNITURE, LLC",24989.08,F,1,NONE
70FBR719P00000004,"ALL COPY PRODUCTS, INC.",24821.42,F,1,SBA
70FBR618F00000033,"UNITED RENTALS, INC.",24771.91,A,1,
HSFE0617J0006,"COMPASS PTS JV, THE",24749.18,A,1,
HSFE0817F0009,RICOH USA INC,24744.39,A,1,
70FA5020F00000059,LONG WAVE INC.,24682,A,1,
70FA3020F00000234,"FS PARTNERS, LLP",24564.38,D,1,
70FA3020F00000524,"GOVPLACE, LLC",24480.9,D,1,
70FBR618F00000035,EMPIRE HOSPITALITY LLC,24322.77,F,1,NONE
70FBR420F00000117,"GOVPLACE, LLC",24291.22,D,1,
70FBR420P00000158,"DUALDRAW, A LIMITED LIABILITY COMPANY",24192,F,1,NONE
70FBLA19F00000025,"ATKINSON-NOLAND & ASSOCIATES, INC.",24156.5,A,1,
70FBR320F00000049,AXXUM TECHNOLOGIES LLC,24131.57,D,1,
70FBR219F00000003,"TCS INTERPRETING, INC.",23962.5,A,1,
70FBR220F00000138,CLEAN HARBORS ENVIRONMENTAL SERVICES INC,23960.88,F,1,NONE
70FB8019C00000006,"SUBURBAN PROPANE PARTNERS, L.P.",23218.06,F,1,SBA
70FA3018F00000711,GOVERNMENT ACQUISITIONS INC,23170.9,D,1,SBA
70FA3021F00000041,"FS PARTNERS, LLP",22837.5,D,1,SBA
70FBR520F00000008,ATT MOBILITY LLC,22681.78,A,1,
70FBR318P00000006,"KOMAX, LLC",22646.7,F,1,SBA
HSFE4017F0004,"UNITED PARCEL SERVICE, INC.",22609.8,A,1,
70FBR618F00000032,HHN & ASSOCIATES LLC,22469.47,F,1,NONE
70FA5020F00000126,"GATEWAY FAX SYSTEMS, INC.",22430.64,A,1,
70FBR219F00000076,UNITED PARCEL SERVICE CO.,22380.68,D,1,
70FA5020P00000132,KIMC BATON ROUGE LLC,22200,F,1,SBA
70FA2020F00000017,QUESTIONMARK CORPORATION,22022.9,A,1,
70FBR420F00000018,REDCON SOLUTIONS GROUP LLC,22016.4,F,1,NONE
70FBR420P00000153,"GEORGE F. RICHARDSON, INC.",21954.75,F,1,SBA
HSFELA14P0050,"ACE WASTE SYSTEMS, INC.",21902.6,F,1,SBA
70FA3020P00000005,RELX INC.,21900,A,1,NONE
70FBLA20F00000011,ATT MOBILITY LLC,21802.59,A,1,
70FBR420P00000100,BLUE TECH INC.,21653,F,1,NONE
70FA3020F00000386,"FS PARTNERS, LLP",21489.84,D,1,SBA
70FBR618F00000030,HHN & ASSOCIATES LLC,21425,F,1,NONE
70FBR620P00000088,POT-O-GOLD RENTALS LLC,21285.72,D,1,NONE
70FBR720F00000021,THE COMPUTER WORKSHOP INC,21169.65,A,1,
70FBR419P00000203,GULF POWER COMPANY,21148,F,1,NONE
70FBR618F00000043,"ARROWHEAD REALTY, LLC",20940,F,1,NONE
70FA2020F00000082,"E-PAGA, INC.",20883.77,A,1,
70FBR219F00000019,"MINITAB, LLC",20750,A,1,
70FBR520P00000015,SUPERIOR AIR-GROUND AMBULANCE SERVICE INC,20628.75,F,1,NONE
70FBR220F00000067,REALITY REALTY P.S.C.,20553,F,1,NONE
HSFE4016J0269,"HR ANEW, INC.",20209,A,1,
70FBR618F00000072,EMPIRE HOSPITALITY LLC,20134.83,F,1,NONE
70FBR318F00000001,UNITED PARCEL SERVICE CO.,20099.45,D,1,
70FA2020F00000090,SOLUTION GUIDANCE CORPORATION,19995.23,A,1,SBA
70FA3020F00000578,"FS PARTNERS, LLP",19911.62,D,1,
70FBR219F00000065,"MANAGEMENT CONCEPTS, INC",19898,A,1,
70FA3019F00000055,ATT MOBILITY LLC,19843.87,A,1,
70FB8020F00000068,"FS PARTNERS, LLP",19788.02,D,1,
70FA3020F00000222,"FS PARTNERS, LLP",19766,D,1,
70FA4020F00000001,"HR ANEW, INC.",19758.96,A,1,
70FB7020P00000051,TOKUNAGA BUILDERS INC,19703.69,F,1,NONE
70FBR918P00000146,SAIPAN PORTOPIA HOTEL CORPORATION,19600,F,1,NONE
70FBR419F00000230,"1 -800-AGENTMATCH.COM, LLC",19574.8,F,1,NONE
70FBR220F00000030,CELLCO PARTNERSHIP,19555.42,A,1,
70FBR419F00000237,ATT MOBILITY LLC,19526.81,A,1,
70FBR420P00000099,"TALQUIN PORTABLE RESTROOMS, INC.",19525,F,1,NONE
70FBR319P00000025,"KOMAX, LLC",19432.9,F,1,NONE
70FB7020F00000130,"FS PARTNERS, LLP",19272.26,D,1,
HSFE0915J0169,RICOH USA INC,19205.81,A,1,
70FA3020P00000018,BIT DIRECT INC,19107.53,F,1,NONE
70FBR620F00000007,CELLCO PARTNERSHIP,19091.44,A,1,
70FBR219P00000044,LIMPIEZA & MAS MJE,19065,F,1,SBA
70FB8020P00000017,"FEDERAL RESOURCES SUPPLY COMPANY, LLC",19034.11,D,1,SBA
70FA2019F00000002,"NEW TECH SOLUTIONS, INC.",18947.81,D,1,
HSFE0517F0009,RICOH USA INC,18945,A,1,
70FBR720F00000001,ATT MOBILITY LLC,18873.09,A,1,
70FBR221F00000010,UNITED PARCEL SERVICE CO.,18320.05,D,1,
70FBLA19F00000035,"SIDES & ASSOCIATES, INC.",18251.2,F,1,SBA
70FA5020F00000063,"NEW TECH SOLUTIONS, INC.",18136,A,1,
70FA3020F00000484,"ANACAPA MICRO PRODUCTS, INC.",18092.28,D,1,HZC
70FBR420P00000163,BOYD ATLANTA RHODES LLC,18046.95,F,1,NONE
70FA3020P00000040,AVI-SPL LLC,18000,F,1,SBA
70FBR320F00000025,"FS PARTNERS, LLP",17996.66,D,1,SBA
70FBR921P00000013,EAST WEST RENTAL CENTER,17945,F,1,SBA
HSFE7017F0007,"DEAF ACCESS SOLUTIONS, INC",17913.79,A,1,
70FBR218P00000045,DOMESTIC AWARDEES (UNDISCLOSED),17823.87,F,1,NONE
70FB7018F00000048,UNITED PARCEL SERVICE CO.,17763.18,D,1,
70FBR819P00000019,"INSTANT OFFICE SOLUTIONS, INC.",17701.71,F,1,SBA
70FBR420F00000098,STEELCASE INC.,17609.8,A,1,
70FBR219P00000078,"BROWN POINT FACILITY MANAGEMENT SOLUTIONS, LLC",17536.17,F,1,NONE
70FBR918P00000063,APEX MECHANICAL INC,17529.23,F,1,SBA
70FA4018F00000056,"HR ANEW, INC.",17396.16,A,1,
70FBR420P00000023,"SUNBELT RENTALS, INC",17343.68,F,1,NONE
70FBR618F00000046,HHN & ASSOCIATES LLC,17278,F,1,NONE
70FA4019F00000145,"DEAF ACCESS SOLUTIONS, INC",17150.33,A,1,SBA
HSFE3016J0549,"ANACAPA MICRO PRODUCTS, INC.",17141.52,D,1,HZC
70FA5020F00000144,ATT MOBILITY LLC,17018,A,1,
HSFE0316F0202,"UNITED PARCEL SERVICE, INC.",16977.32,A,1,
70FBR619F00000018,ATT MOBILITY LLC,16885.89,A,1,
HSFE8017J0268,AECOM RECOVERY,16719.5,A,1,
70FA5019F00000036,"SECURITY ENGINEERED MACHINERY CO., INC.",16699.62,A,1,
70FBR820F00000025,ATT MOBILITY LLC,16675.49,A,1,
70FB7018F00000144,MERCY MEDICAL EQUIPMENT COMPANY,16481.87,D,1,
70FA5020F00000108,"GENERAL DYNAMICS MISSION SYSTEMS, INC.",16450,A,1,
70FA3020F00000407,"FS PARTNERS, LLP",16436.1,D,1,SBA
70FB7018F00000230,UNITED PARCEL SERVICE CO.,16362.27,D,1,
HSFE4016F0004,"UNITED PARCEL SERVICE, INC.",16310.33,A,1,
70FBLA20F00000005,AMENTUM TECHNICAL SERVICES LLC,16282.91,A,1,
70FA3020F00000455,"FS PARTNERS, LLP",16268.21,D,1,SBA
70FBR919F00000104,ATT MOBILITY LLC,16196.4,A,1,
70FBR220F00000091,ATT MOBILITY LLC,16181.87,A,1,
70FB7020F00000116,UNITED PARCEL SERVICE CO.,16172.77,D,1,
70FA4020F00000008,"MANAGEMENT SOLUTIONS CONSULTING GROUP, INC.",16097.32,A,1,
HSFE7017J0124,"RCG OF NORTH CAROLINA, LLC",16043.62,D,1,
70FBR420P00000117,BAY OAKS VILLAGE MHP INC,15979.5,F,1,NONE
70FBR120P00000046,CEIA USA LTD,15912,F,1,SBA
70FB7018F00000302,ACTION COMPACTION EQUIPMENT LLC,15873.64,A,1,
70FA5020F00000080,SIMPLECOM SOLUTIONS LLC,15850,A,1,
70FA3020F00000265,DELL FEDERAL SYSTEMS L.P,15840,A,1,
70FBR620P00000046,PRIORITY RESOURCES & SOLUTIONS LLC,15566.9,F,1,SBA
HSFE0617P0148,"COMMUNICATIONS CONSULTING GROUP, LLC",15528.97,F,1,SBA
70FA3020F00000307,CELLCO PARTNERSHIP,15492.6,A,1,
70FB7019F00000021,UNITED PARCEL SERVICE CO.,15470.29,D,1,
70FBR420F00000111,"GOVPLACE, LLC",15464.45,D,1,
70FA5020F00000076,SIMPLECOM SOLUTIONS LLC,15380,A,1,
70FBTX20F00000002,"NEW TECH SOLUTIONS, INC.",15224.1,D,1,8A
HSFE3016J0271,"SDV SOLUTIONS, LLC",15184.08,D,1,SDVOSBC
70FA3020F00000428,"FS PARTNERS, LLP",15123.5,D,1,
70FA4019F00000176,RICOH USA INC,14927.15,A,1,
70FBR218F00000180,"FS PARTNERS, LLP",14790.29,D,1,SBA
70FB7020F00000036,THE TRAVIS ASSOCIATION FOR THE BLIND,14714.16,F,1,NONE
70FA3021F00000006,"ENVIRONMENTAL SYSTEMS RESEARCH INSTITUTE, INC.",14665.72,A,1,
70FBR719F00000012,CELLCO PARTNERSHIP,14552.31,A,1,
70FBR220F00000037,UNITED PARCEL SERVICE CO.,14480.37,D,1,
70FBR920F00000021,CELLCO PARTNERSHIP,14310.01,A,1,
70FBR620F00000090,CELLCO PARTNERSHIP,14109.87,A,1,
70FA4019F00000050,"TCS INTERPRETING, INC.",13948.8,A,1,
70FA3020F00000308,ATT MOBILITY LLC,13867.91,A,1,
70FA3020F00000261,WESTWIND TEAM LLP,13824.06,D,1,
HSFE0617P0228,"MOBILE MINI, INC.",13770.33,F,1,NONE
70FBR619F00000026,"ANACAPA MICRO PRODUCTS, INC.",13689.08,D,1,
70FBR920F00000045,UNITED PARCEL SERVICE CO.,13628.33,D,1,
70FA2018F00000057,"NEW TECH SOLUTIONS, INC.",13618.75,D,1,
70FA5020F00000055,WRIGGLESWORTH ENTERPRISES INC,13602.74,A,1,
70FBR620F00000096,ATT MOBILITY LLC,13526.16,A,1,
70FA4019F00000031,"TCS INTERPRETING, INC.",13501.42,A,1,SBA
70FA4019F00000114,RICOH USA INC,13441.92,A,1,
70FA3020F00000151,RICOH USA INC,13441.92,A,1,
70FBR618F00000093,EMPIRE HOSPITALITY LLC,13437.42,F,1,NONE
70FBR320P00000031,"SUNBELT RENTALS, INC",13421.44,F,1,NONE
70FA3019F00000562,CELLCO PARTNERSHIP,13406.86,A,1,
70FBR620P00000082,WILLIAMS SCOTSMAN INC,13193.05,F,1,NONE
HSFE2017F0059,XEROX CORPORATION,13124.56,A,1,
70FBR719P00000023,R3 UNIQ INC,12987,F,1,NONE
70FA3020F00000648,BLUE TECH INC.,12979.84,D,1,SBA
70FBR618F00000108,EMPIRE HOSPITALITY LLC,12920.58,F,1,NONE
70FA3021F00000051,ATT MOBILITY LLC,12885.07,A,1,
70FA3020F00000490,ATT MOBILITY LLC,12693.96,A,1,
70FBR618F00000102,EMPIRE HOSPITALITY LLC,12576.4,F,1,NONE
70FB7019F00000092,UNITED PARCEL SERVICE CO.,12499.88,D,1,
70FBR720F00000016,CELLCO PARTNERSHIP,12480.64,A,1,
70FBR520F00000044,TECHNICAL MANAGEMENT SERVICES LLC,12294.08,A,1,SBA
70FA4020P00000019,RICOH USA INC,12250,F,1,NONE
HSFELA17P0009,"ACE WASTE SYSTEMS, INC.",12245.92,F,1,SBA
70FBR419P00000263,"GOVPLACE, LLC",12183.39,F,1,NONE
70FBR618F00000015,UNITED PARCEL SERVICE CO.,12160.09,D,1,
HSFE8014J0008,AECOM RECOVERY,12080,A,1,
70FBR920F00000016,ATT MOBILITY LLC,12010.08,A,1,
HSFE0417P0045,SYSTEL BUSINESS EQUIPMENT CO INC,11988.31,D,1,NONE
70FBR720F00000020,"LANTEC OF LOUISIANA, L.L.C.",11800,A,1,
70FA2020F00000018,"SNAP, INC",11687.97,D,1,SBA
70FBR719P00000014,"UNITED RENTALS, INC.",11662.79,F,1,NONE
70FA3020F00000167,"FS PARTNERS, LLP",11653.75,D,1,
70FA4019F00000055,"THE LAW OFFICES OF STUART L. PLOTNICK, LLC",11575,A,1,
70FBLA20P00000007,LOUISIANA PRESS ASSOCIATION INC,11562.26,F,1,NONE
70FBR420P00000116,"DECHELLIS, FRANCIS",11500.5,F,1,NONE
HSFEHQ09J0015,"URS GROUP, INC.",11496.3,A,1,NONE
70FA4019F00000180,UNITED PARCEL SERVICE CO.,11349.19,D,1,
70FA2020F00000031,WESTWIND TEAM LLP,11330,D,1,WOSB
70FA3021F00000049,ATT MOBILITY LLC,11313.72,A,1,
70FA4018F00000101,"THE LAW OFFICES OF STUART L. PLOTNICK, LLC",11231,A,1,
70FBR019F00000007,"GOVPLACE, LLC",11130.72,A,1,
70FA3021F00000027,ATT MOBILITY LLC,11109.6,A,1,
70FBR620F00000097,CELLCO PARTNERSHIP,11107.77,A,1,
HSFE0417F0005,"UNITED PARCEL SERVICE, INC.",11103.82,A,1,
70FBR918P00000085,ISLAND PRINTING CO INC,11100,F,1,NONE
HSFE0713F0069,ARGON OFFICE SUPPLIES,11070.11,A,1,
70FA3020F00000304,"EXECUTIVE INFORMATION SYSTEMS, L.L.C.",11025,A,1,
70FA3020F00000448,ATT MOBILITY LLC,10999.9,A,1,
70FA3019F00000559,CELLCO PARTNERSHIP,10998.9,A,1,
70FBR618F00000019,STAPLES INC,10971.2,A,1,
70FBR319P00000016,GC ENTERPRISES LLC,10941.95,F,1,NONE
70FA3018F00000684,GOVERNMENT ACQUISITIONS INC,10896.82,D,1,SBA
70FBR219F00000042,ATT MOBILITY LLC,10881.8,A,1,
70FB7020F00000149,ASSET GROUP INC,10860,A,1,
70FB7020F00000148,ASSET GROUP INC,10860,A,1,
70FBR720P00000033,"BEAVER PROPERTIES, L.C.",10850.46,F,1,NONE
HSFE9013J0016,"LANGUAGE BANK, INC.",3348.16,D,1,
70FBR020F00000030,AMERICAN MANAGEMENT ASSOCIATION INTERNATIONAL,10731,A,1,
70FBR720P00000028,"VITALSMARTS, LC",10665,F,1,NONE
70FBR920F00000001,UNITED PARCEL SERVICE CO.,10600,D,1,
70FBR720P00000034,"VITALSMARTS, LC",10600,F,1,NONE
70FBR820P00000035,SKY BLUE BUILDERS LLC,10584,F,1,SBA
70FBR420P00000102,BOYD ATLANTA RHODES LLC,10521.35,F,1,NONE
70FBR719F00000040,CELLCO PARTNERSHIP,10505.4,A,1,
HSFE0917F0005,"UNITED PARCEL SERVICE, INC.",10438.88,A,1,
70FBR220F00000133,ATT MOBILITY LLC,10399.88,A,1,
70FA4019F00000029,PRICE MODERN LLC,10384.92,F,1,SBA
70FBR218F00000102,JESUS M SANTOS NEGRON,10384.54,F,1,NONE
70FA5020P00000108,SECURITAS TECHNOLOGY CORPORATION,10370.46,F,1,NONE
70FA3020F00000336,ATT MOBILITY LLC,10358.24,A,1,
70FBR120P00000058,"SERRANO & SERRANO CONSTRUCTION, INC",10350.34,F,1,SBA
70FBR218F00000179,WESTWIND TEAM LLP,10328.5,D,1,SBA
70FBLA19F00000033,"SIDES & ASSOCIATES, INC.",10274.92,F,1,SBA
70FA3021F00000003,CARAHSOFT TECHNOLOGY CORP,10200.47,A,1,
70FBR120F00000024,HEWLETT PACKARD ENTERPRISE COMPANY,10170.48,A,1,
70FBR219P00000073,"MANAGEMENT CONCEPTS, INC",10156,F,1,NONE
70FBR419F00000202,CELLCO PARTNERSHIP,10125.8,A,1,
70FBLA20F00000003,"SIDES & ASSOCIATES, INC.",10110.72,F,1,SBA
70FBR419F00000092,ATT MOBILITY LLC,10096.16,A,1,
70FBR918P00000145,"STAR MARIANAS AIR, INC",10066.5,F,1,NONE
70FB7020P00000065,VARTEST LABORATORIES INC.,10025,F,1,NONE
70FBR220F00000015,ATT MOBILITY LLC,10009.41,A,1,
70FA4020F00000146,"MANAGEMENT SOLUTIONS CONSULTING GROUP, INC.",9998,A,1,
70FA4020F00000139,"MANAGEMENT SOLUTIONS CONSULTING GROUP, INC.",9998,A,1,
70FBR520F00000061,SAI SYSTEMS INTERNATIONAL INC,9989.97,A,1,SBA
70FA4020F00000036,"HR ANEW, INC.",9862.24,A,1,
70FBR620P00000056,"PACIFIC ENVIRONMENTAL GROUP, LLC",9855,F,1,8A
70FBR918F00000087,"LEGAL INTERPRETING SERVICES, INC.",9826.28,A,1,
HSFE7016J0238,"SYSTEMS SUPPORT ALTERNATIVES, INC.",9714.76,D,1,
70FBR520F00000004,ATT MOBILITY LLC,9683.67,A,1,
70FA4018F00000071,"HR ANEW, INC.",9682.58,A,1,
70FBR419F00000241,CELLCO PARTNERSHIP,9681.16,A,1,
HSFE0317P0005,BEACH IT LLC,9652.25,F,1,SBA
70FA3020F00000664,CELLCO PARTNERSHIP,9606.72,A,1,
70FA4020F00000098,"MANAGEMENT SOLUTIONS CONSULTING GROUP, INC.",9580.91,A,1,
HSFE9014J0001,"LANGUAGE BANK, INC.",9559.58,D,1,
70FA4019P00000037,"NV5 GEOSPATIAL SOLUTIONS, INC.",9536.25,F,1,SBA
70FBR219P00000143,"SMITH, IAN",9500,F,1,NONE
70FA4020F00000082,"HR ANEW, INC.",9468.44,A,1,
70FA3018F00000532,GOVERNMENT ACQUISITIONS INC,9461.2,D,1,SBA
HSFE7017F0014,"CYRACOM INTERNATIONAL, INC",9456,A,1,
70FBR820P00000012,"GRATE INTERPRETING, LLC",9450,F,1,SBA
HSFE0417F0019,"EAN HOLDINGS, LLC",9420.25,A,1,
70FA4019F00000037,PRICE MODERN LLC,9407.24,F,1,SBA
70FBR819F00000019,UNITED PARCEL SERVICE CO.,9349.83,D,1,
70FA3018F00000703,GOVERNMENT ACQUISITIONS INC,9338,D,1,SBA
70FBR320F00000036,"DUALDRAW, A LIMITED LIABILITY COMPANY",9334,A,1,
70FBR019F00000025,ATT MOBILITY LLC,9325.65,A,1,
70FBR420P00000126,RUSTIC SAMS RESORT CAMP GROUND,9271.07,F,1,NONE
70FBR618F00000003,UNITED PARCEL SERVICE CO.,9184.47,D,1,
70FBR618F00000005,UNITED PARCEL SERVICE CO.,9182.15,D,1,
HSFE7015J0008,TRANSLATION SOLUTIONS CORP,9103.75,A,1,
70FA4020F00000062,UNITED PARCEL SERVICE CO.,9067.8,D,1,
70FBR919F00000164,ATT MOBILITY LLC,9017.34,A,1,
70FA4020F00000042,"MANAGEMENT SOLUTIONS CONSULTING GROUP, INC.",8951.4,A,1,
70FBR520F00000057,RICOH USA INC,8944,A,1,
HSFE7016J0335,"SYSTEMS SUPPORT ALTERNATIVES, INC.",8912.65,D,1,
70FA4020F00000119,"HR ANEW, INC.",8894.98,A,1,
70FA3020P00000025,COMMUNICATIONS PROFESSIONALS INC.,8843.72,F,1,SBA
70FBR021F00000014,ATT MOBILITY LLC,8820.68,A,1,
70FBR320P00000019,CITY OF CHARLESTON,8750,F,1,NONE
70FA4020F00000067,"MANAGEMENT SOLUTIONS CONSULTING GROUP, INC.",8692.88,A,1,
70FB7020P00000006,MOMENTUM DECISIVE SOLUTIONS USA INC.,8650,F,1,NONE
70FBR120P00000066,SAFRAN TRUSTED 4D INC.,8643,F,1,NONE
HSFE7017F0010,ALLWORLD LANGUAGE CONSULTANTS INC,8594.42,A,1,
70FBR420P00000080,K PAYNE CONTRACTING LLC,8500,F,1,NONE
70FBR421F00000006,ATT MOBILITY LLC,8499.9,A,1,
70FA3019F00000558,ATT MOBILITY LLC,8438.62,A,1,
70FBR520F00000033,ATT MOBILITY LLC,8407.17,A,1,
70FBR820P00000016,"GRATE INTERPRETING, LLC",8396.25,F,1,SBA
70FA4019F00000068,"TCS INTERPRETING, INC.",8362.02,A,1,SBA
70FA4020F00000151,"MANAGEMENT SOLUTIONS CONSULTING GROUP, INC.",8332.06,A,1,
70FA3020F00000433,ATT MOBILITY LLC,8326.98,A,1,
70FA4019F00000007,"THE LAW OFFICES OF STUART L. PLOTNICK, LLC",8321,A,1,
70FBR021P00000016,JOHN MACDIARMID,8260,F,1,SBA
HSFE0717P0014,"THE SHRED TRUCK, LLC",8254,F,1,NONE
70FBR920F00000077,ATT MOBILITY LLC,8231.04,A,1,
70FA4021F00000026,"MANAGEMENT SOLUTIONS CONSULTING GROUP, INC.",8210.72,A,1,
70FBR419F00000191,STERICYCLE INC,8200,F,1,NONE
70FA3020F00000268,"FS PARTNERS, LLP",8198.94,D,1,SBA
HSFE3016J0653,"GOVPLACE, LLC",8195.37,D,1,SBA
70FA4020F00000099,BLUE TECH INC.,8185.11,D,1,
70FA4020F00000160,"HR ANEW, INC.",8090.14,A,1,
70FBLA20F00000007,"SIDES & ASSOCIATES, INC.",8082.19,F,1,SBA
70FBR219P00000054,"REAL TECH EXTERMINATING, LLC",8075,F,1,NONE
70FBR520F00000024,CELLCO PARTNERSHIP,8057.7,A,1,
70FBR320P00000015,"WASTE MANAGEMENT, INC.",8050.56,F,1,NONE
70FA4018F00000095,"OFFICE ENVIRONMENTS INTERNATIONAL, INC.",7974.3,A,1,SBA
HSFE7017F0019,TRANSPERFECT TRANSLATIONS INTERNATIONAL INC,7951.72,A,1,
70FA2019F00000113,"C & C INTERNATIONAL COMPUTERS & CONSULTANTS, INC.",7945,D,1,
HSFE8014J0004,AECOM RECOVERY,7934.75,A,1,
70FA4020F00000093,"MANAGEMENT SOLUTIONS CONSULTING GROUP, INC.",7921.08,A,1,
70FA4020F00000075,XEROX CORPORATION,7873.38,A,1,
70FBR020F00000018,ATT MOBILITY LLC,7805.68,A,1,
70FBR420P00000110,"D & L CONTRACTING SERVICES, INC.",7805,F,1,NONE
70FA3020F00000285,INTELSAT GENERAL COMMUNICATIONS LLC,7740,A,1,
70FA3020F00000236,CELLCO PARTNERSHIP,7714.75,A,1,
70FBR419F00000146,ATT MOBILITY LLC,7681.34,A,1,
70FBR418P00000050,LRL VENTURES & MANAGEMENT,7674.75,F,1,NONE
70FA4020F00000161,"HR ANEW, INC.",7499.44,A,1,
70FA4021F00000002,"MANAGEMENT SOLUTIONS CONSULTING GROUP, INC.",7464.32,A,1,
70FBR419F00000229,ATT MOBILITY LLC,7464.29,A,1,
HSFE0917P0001,"RESIDENCE INN BY MARRIOTT, LLC",7448.1,F,1,NONE
70FBR719F00000036,CELLCO PARTNERSHIP,7428.96,A,1,
HSFE0715J0044,"UNITED PARCEL SERVICE, INC.",7413.89,A,1,
70FA4019F00000033,UNITED PARCEL SERVICE CO.,7342.29,D,1,
70FBR219F00000026,ATT MOBILITY LLC,7291.02,A,1,
70FBR320F00000012,"GOVPLACE, LLC",7235.35,D,1,
70FBR219F00000009,ATT MOBILITY LLC,7214.17,A,1,
70FBR920F00000073,CELLCO PARTNERSHIP,7205.04,A,1,
70FA4019F00000034,"DEAF ACCESS SOLUTIONS, INC",7141,A,1,SBA
70FBR419F00000093,CELLCO PARTNERSHIP,7126.95,A,1,
70FBLA19P00000001,"NEAL R. GROSS AND COMPANY, INC.",7125,F,1,NONE
70FA4020F00000163,"HR ANEW, INC.",7105.64,A,1,
70FBR221F00000041,ATT MOBILITY LLC,7024.64,A,1,
70FA5019F00000057,"NATIONAL BUSINESS FURNITURE, LLC",7014.14,A,1,
70FBR219P00000117,"ABOVE AND BELOW MARINE SERVICES, LLC",7000,F,1,NONE
70FA3020F00000387,ATT MOBILITY LLC,6965.35,A,1,
70FA4020F00000159,"HR ANEW, INC.",6908.74,A,1,
70FBR420F00000096,UNITED PARCEL SERVICE CO.,6899.02,D,1,
70FA4021F00000007,"MANAGEMENT SOLUTIONS CONSULTING GROUP, INC.",6879.06,A,1,
70FBR220F00000047,ATT MOBILITY LLC,6856.38,A,1,
70FBR720F00000004,UNITED PARCEL SERVICE CO.,6817.52,D,1,
70FBR219F00000039,"NEW TECH SOLUTIONS, INC.",6810.97,D,1,
70FA3020F00000297,CELLCO PARTNERSHIP,6740.85,A,1,
70FBR420P00000108,"TRANS COAST INVESTMENTS, LLC",6740,F,1,NONE
70FBR719F00000010,UNITED PARCEL SERVICE CO.,6712.52,D,1,
70FA4020F00000039,"MANAGEMENT SOLUTIONS CONSULTING GROUP, INC.",6678.58,A,1,
70FA4020F00000038,"MANAGEMENT SOLUTIONS CONSULTING GROUP, INC.",6678.58,A,1,
70FBR420P00000077,RED TAIL LOGISTICS LLC,6650,F,1,NONE
70FA3019F00000067,CELLCO PARTNERSHIP,6634.92,A,1,
70FBR719F00000016,CELLCO PARTNERSHIP,6631.09,A,1,
70FBR020P00000038,CUMMINS INC.,6618.36,F,1,NONE
70FA4020F00000137,"MANAGEMENT SOLUTIONS CONSULTING GROUP, INC.",6601.28,A,1,
70FA4020F00000121,"MANAGEMENT SOLUTIONS CONSULTING GROUP, INC.",6601.28,A,1,
70FBR419F00000044,STERICYCLE INC,6595,A,1,
70FBR619F00000047,ATT MOBILITY LLC,6587.48,A,1,
70FBR219F00000036,ATT MOBILITY LLC,6584.63,A,1,
70FBR419F00000164,ATT MOBILITY LLC,6564.34,A,1,
70FBR621F00000016,"PACIFIC ENVIRONMENTAL GROUP, LLC",6564.17,F,1,NONE
70FBR420P00000111,"ATPA UOP INVESTMENTS (NR), LLC",6550,F,1,NONE
70FBR520F00000056,UNITED PARCEL SERVICE CO.,6528.34,D,1,
HSFE0717F0004,"UNITED PARCEL SERVICE, INC.",6500.34,A,1,
70FBR320P00000004,"CAPITAL BUSINESS SYSTEMS, INC.",6489,F,1,NONE
70FBR420F00000038,ZELPHA LLC,6460,F,1,NONE
70FBR719F00000048,CELLCO PARTNERSHIP,6457.98,A,1,
70FBR021F00000006,UNITED PARCEL SERVICE CO.,6428.07,D,1,
70FBR419F00000168,"EAN HOLDINGS, LLC",6423.71,A,1,
HSFE0417F0010,"UNITED PARCEL SERVICE, INC.",6366.32,A,1,
70FBR320P00000029,RIGGS CORP,6321.6,F,1,NONE
70FA4020F00000066,"HR ANEW, INC.",6318.04,A,1,
